Time,Gravity Acceleration,Angular Velocity,Linear Acceleration
13.84,"(9.78, -0.8, -0.19)","(0.35, -0.05, -0.11)","(0.04, -0.12, 1.45)"
13.86,"(9.77, -0.81, -0.21)","(0.61, -0.42, -0.19)","(0.14, -2.04, 4.15)"
13.88,"(9.77, -0.84, -0.23)","(0.49, -0.56, -0.08)","(-0.05, 0.55, 1.93)"
13.9,"(9.77, -0.89, -0.22)","(0.43, -0.58, 0.23)","(-0.15, 2.3, 2.0)"
13.92,"(9.76, -0.94, -0.19)","(0.52, -0.42, 0.28)","(-0.11, 0.58, -0.63)"
13.94,"(9.76, -0.97, -0.17)","(0.26, -0.16, 0.14)","(0.03, 0.06, -4.39)"
13.96,"(9.76, -1.02, -0.14)","(0.66, -0.28, 0.2)","(-0.07, -1.28, 2.75)"
13.98,"(9.75, -1.05, -0.11)","(0.65, -0.17, 0.07)","(0.04, -0.65, -2.16)"
14.0,"(9.75, -1.05, -0.11)","(0.58, 0.01, -0.13)","(0.13, 0.06, -3.69)"
14.02,"(9.75, -1.04, -0.11)","(0.28, 0.08, -0.08)","(0.04, 0.59, -1.37)"
14.04,"(9.75, -1.04, -0.11)","(0.55, 0.32, -0.21)","(0.15, -1.73, -3.49)"
14.06,"(9.75, -1.04, -0.07)","(0.56, 0.7, -0.17)","(0.01, 0.25, -2.31)"
14.08,"(9.75, -1.04, -0.03)","(0.5, 0.71, -0.12)","(-0.07, 0.56, -0.45)"
126.75,"(9.73, -1.09, 0.64)","(0.04, -0.64, -0.4)","(-3.67, -25.05, 30.15)"
126.77,"(9.74, -0.96, 0.67)","(-0.16, -0.61, -0.28)","(-5.96, 88.65, 59.04)"
126.79,"(9.74, -0.91, 0.67)","(-0.37, -0.37, -0.03)","(4.75, -16.48, -49.34)"
126.81,"(9.75, -0.84, 0.64)","(-1.14, -0.91, 0.05)","(-7.72, 40.09, 49.01)"
126.83,"(9.75, -0.85, 0.62)","(-0.63, -0.32, 0.19)","(9.17, -39.05, -69.21)"
126.85,"(9.75, -0.89, 0.58)","(-1.55, -0.58, 0.47)","(-3.62, 27.02, 17.62)"
126.87,"(9.75, -0.92, 0.57)","(-0.72, -0.15, 0.1)","(5.69, -51.53, -31.65)"
126.89,"(9.75, -0.99, 0.54)","(-1.52, -0.35, 0.15)","(-1.03, -3.13, 6.41)"
126.91,"(9.74, -1.05, 0.5)","(-1.4, -0.32, 0.04)","(1.89, -13.94, -9.69)"
126.93,"(9.74, -1.09, 0.48)","(-0.63, -0.06, 0.07)","(2.11, 5.15, -13.33)"
126.95,"(9.73, -1.2, 0.46)","(-1.18, -0.07, 0.16)","(-0.12, -27.56, 3.78)"
126.97,"(9.72, -1.26, 0.45)","(-0.46, -0.06, 0.08)","(-1.05, 12.37, 4.41)"
126.99,"(9.71, -1.28, 0.48)","(-0.63, 0.45, -0.26)","(7.01, -11.63, -42.17)"
127.01,"(9.71, -1.26, 0.55)","(-0.28, 0.94, -0.24)","(4.88, 27.42, -35.6)"
127.03,"(9.72, -1.22, 0.6)","(0.15, 0.64, -0.08)","(-3.79, 14.56, 19.95)"
127.05,"(9.72, -1.14, 0.72)","(0.73, 1.72, -0.38)","(10.59, -6.57, -88.29)"
127.07,"(9.72, -1.09, 0.78)","(0.36, 0.8, -0.19)","(-10.93, -3.67, 76.5)"
127.09,"(9.72, -1.06, 0.77)","(0.65, 0.38, 0.44)","(-3.11, 64.45, 13.86)"
127.11,"(9.72, -1.05, 0.76)","(0.29, 0.11, 0.11)","(-2.57, -48.8, 30.62)"
127.13,"(9.73, -1.02, 0.71)","(0.68, 0.11, 0.03)","(2.08, -5.73, -22.69)"
127.15,"(9.73, -1.01, 0.7)","(0.76, -0.09, -0.22)","(-3.56, -35.94, 48.76)"
127.17,"(9.73, -1.0, 0.7)","(0.36, -0.08, -0.11)","(-0.46, 10.85, 1.59)"
127.19,"(9.73, -1.01, 0.67)","(0.58, -0.63, -0.18)","(-4.95, -25.2, 55.38)"
127.21,"(9.73, -1.03, 0.66)","(0.25, -0.3, 0.01)","(1.9, 27.54, -28.17)"
127.23,"(9.73, -1.08, 0.67)","(0.51, -0.68, 0.27)","(-6.98, 1.54, 57.97)"
127.25,"(9.72, -1.13, 0.72)","(0.6, -0.4, 0.32)","(0.56, 10.74, -15.42)"
127.27,"(9.71, -1.15, 0.74)","(0.31, -0.18, 0.15)","(4.9, -1.57, -40.92)"
127.29,"(9.71, -1.19, 0.77)","(0.77, -0.26, 0.16)","(-2.51, -20.23, 16.83)"
127.31,"(9.71, -1.2, 0.78)","(0.34, -0.06, 0.0)","(5.6, 11.21, -40.2)"
127.33,"(9.71, -1.18, 0.78)","(0.68, 0.01, -0.16)","(1.49, -9.13, -9.89)"
127.35,"(9.71, -1.17, 0.78)","(0.28, 0.15, -0.1)","(3.25, 5.66, -22.06)"
127.37,"(9.71, -1.15, 0.78)","(0.62, 0.44, -0.23)","(4.52, -14.92, -32.73)"
127.39,"(9.71, -1.13, 0.84)","(0.63, 0.9, -0.18)","(2.6, 5.32, -24.25)"
127.41,"(9.71, -1.13, 0.85)","(0.26, 0.36, -0.04)","(-5.43, 15.42, 38.68)"
127.43,"(9.71, -1.12, 0.84)","(0.48, 0.58, -0.04)","(4.19, -1.92, -39.9)"
127.45,"(9.71, -1.12, 0.8)","(0.1, -0.07, -0.06)","(-6.78, 8.67, 58.73)"
127.47,"(9.72, -1.1, 0.75)","(0.12, -0.08, -0.07)","(0.22, 0.31, -2.69)"
127.49,"(9.73, -1.1, 0.67)","(0.07, -0.61, -0.38)","(-5.49, -40.07, 47.91)"
127.51,"(9.74, -1.01, 0.66)","(0.07, -0.57, -0.37)","(-4.39, 46.54, 43.16)"
127.53,"(9.74, -0.96, 0.67)","(-0.23, -0.33, -0.08)","(2.18, 22.82, -21.23)"
127.55,"(9.75, -0.87, 0.65)","(-1.01, -0.9, 0.01)","(-8.01, 45.22, 55.15)"
127.57,"(9.75, -0.85, 0.62)","(-1.21, -0.72, 0.25)","(2.94, -7.62, -35.21)"
127.59,"(9.75, -0.87, 0.6)","(-0.68, -0.28, 0.23)","(6.88, -36.24, -47.57)"
127.61,"(9.75, -0.92, 0.57)","(-1.53, -0.43, 0.3)","(-2.57, 3.41, 14.06)"
127.63,"(9.75, -0.95, 0.56)","(-0.69, -0.18, 0.1)","(4.12, -26.88, -22.88)"
127.65,"(9.74, -1.02, 0.52)","(-1.49, -0.3, 0.05)","(0.66, -16.07, -1.88)"
127.67,"(9.74, -1.05, 0.5)","(-0.65, -0.18, 0.03)","(0.43, 7.58, -3.71)"
127.69,"(9.73, -1.14, 0.47)","(-1.28, -0.11, 0.15)","(2.15, -12.63, -11.31)"
127.71,"(9.72, -1.25, 0.45)","(-0.97, -0.08, 0.15)","(-1.48, -22.61, 10.77)"
127.73,"(9.72, -1.27, 0.46)","(-0.32, 0.15, -0.07)","(2.67, 22.32, -18.6)"
127.75,"(9.71, -1.28, 0.5)","(-0.53, 0.51, -0.31)","(4.42, -12.77, -27.13)"
127.77,"(9.71, -1.26, 0.54)","(-0.09, 0.58, -0.09)","(0.44, 31.85, -6.54)"
127.79,"(9.72, -1.19, 0.64)","(0.39, 1.47, -0.24)","(9.8, 12.42, -74.76)"
127.81,"(9.72, -1.1, 0.77)","(0.79, 1.76, -0.42)","(0.26, -14.75, -23.01)"
127.83,"(9.72, -1.08, 0.77)","(0.29, 0.23, 0.15)","(-14.74, 23.18, 117.56)"
127.85,"(9.72, -1.05, 0.76)","(0.66, 0.34, 0.38)","(1.34, 32.53, -23.26)"
127.87,"(9.73, -1.04, 0.74)","(0.33, 0.05, 0.02)","(-1.99, -52.83, 29.06)"
127.89,"(9.73, -1.01, 0.71)","(0.77, 0.03, -0.08)","(0.44, -9.38, -3.13)"
127.91,"(9.73, -1.01, 0.7)","(0.36, -0.05, -0.11)","(-2.35, -8.91, 28.44)"
127.93,"(9.73, -1.01, 0.68)","(0.69, -0.43, -0.21)","(-3.08, -22.49, 37.42)"
127.95,"(9.73, -1.03, 0.66)","(0.53, -0.61, -0.06)","(-3.17, 6.02, 24.98)"
127.97,"(9.73, -1.05, 0.67)","(0.23, -0.3, 0.12)","(1.87, 25.19, -25.78)"
127.99,"(9.72, -1.11, 0.69)","(0.56, -0.56, 0.3)","(-5.99, -0.59, 46.17)"
128.01,"(9.72, -1.13, 0.71)","(0.3, -0.19, 0.16)","(5.57, 5.61, -49.86)"
128.03,"(9.71, -1.17, 0.75)","(0.72, -0.32, 0.24)","(-4.14, -12.34, 28.39)"
128.05,"(9.71, -1.19, 0.77)","(0.34, -0.11, 0.07)","(5.68, 2.26, -42.36)"
128.07,"(9.71, -1.19, 0.78)","(0.75, -0.05, -0.09)","(1.15, -11.67, -7.84)"
128.09,"(9.71, -1.17, 0.78)","(0.61, 0.18, -0.18)","(5.43, -1.77, -36.85)"
128.11,"(9.71, -1.16, 0.78)","(0.28, 0.16, -0.11)","(-0.04, 9.56, -0.66)"
128.13,"(9.71, -1.14, 0.81)","(0.64, 0.73, -0.2)","(6.19, -12.23, -46.49)"
128.15,"(9.71, -1.13, 0.84)","(0.29, 0.42, -0.08)","(-4.77, 14.95, 32.42)"
128.17,"(9.71, -1.13, 0.85)","(0.49, 0.66, -0.05)","(4.32, -1.44, -38.67)"
128.19,"(9.71, -1.12, 0.81)","(0.33, 0.22, -0.08)","(-2.88, 7.22, 19.55)"
128.21,"(9.72, -1.11, 0.77)","(0.1, -0.07, -0.06)","(-4.19, 4.49, 37.5)"
128.23,"(9.72, -1.1, 0.68)","(0.11, -0.52, -0.33)","(-3.44, -31.77, 29.24)"
128.25,"(9.73, -1.1, 0.65)","(0.02, -0.31, -0.19)","(-0.58, 10.39, 5.58)"
128.27,"(9.74, -0.96, 0.67)","(-0.17, -0.71, -0.34)","(-9.73, 70.55, 91.29)"
128.29,"(9.75, -0.91, 0.66)","(-0.45, -0.43, -0.02)","(5.22, -11.93, -54.61)"
128.31,"(9.75, -0.84, 0.63)","(-1.19, -0.92, 0.05)","(-7.35, 36.99, 44.39)"
128.33,"(9.75, -0.85, 0.61)","(-0.71, -0.32, 0.27)","(9.95, -37.09, -73.76)"
128.35,"(9.75, -0.9, 0.58)","(-1.52, -0.53, 0.41)","(-3.42, 15.42, 17.48)"
128.37,"(9.75, -0.92, 0.57)","(-0.7, -0.15, 0.09)","(5.35, -44.68, -29.59)"
128.39,"(9.74, -0.99, 0.54)","(-1.53, -0.34, 0.13)","(-0.72, -6.02, 5.0)"
128.41,"(9.74, -1.03, 0.52)","(-0.68, -0.15, 0.01)","(2.35, -6.94, -13.38)"
128.43,"(9.74, -1.1, 0.47)","(-1.41, -0.23, 0.13)","(0.54, -0.48, -3.24)"
128.45,"(9.73, -1.15, 0.46)","(-0.52, -0.02, 0.07)","(0.39, -9.12, -1.3)"
128.47,"(9.72, -1.27, 0.45)","(-1.01, -0.03, 0.12)","(0.02, -25.0, 1.82)"
128.49,"(9.71, -1.28, 0.48)","(-0.55, 0.45, -0.28)","(5.91, 11.82, -38.08)"
128.51,"(9.71, -1.27, 0.51)","(-0.16, 0.43, -0.12)","(-0.98, 25.07, 3.13)"
128.53,"(9.72, -1.21, 0.61)","(0.13, 1.29, -0.18)","(9.99, 22.36, -72.05)"
128.55,"(9.72, -1.17, 0.67)","(0.37, 0.83, -0.19)","(-6.17, -18.53, 36.48)"
128.57,"(9.72, -1.09, 0.78)","(0.77, 1.56, -0.29)","(5.99, 11.52, -62.46)"
128.59,"(9.72, -1.06, 0.77)","(0.61, 0.35, 0.41)","(-11.37, 50.08, 83.67)"
128.61,"(9.72, -1.05, 0.76)","(0.3, 0.09, 0.07)","(-2.12, -49.47, 27.59)"
128.63,"(9.73, -1.02, 0.71)","(0.67, 0.11, 0.03)","(1.94, -1.45, -22.29)"
128.65,"(9.73, -1.01, 0.71)","(0.37, -0.05, -0.11)","(-3.63, -24.36, 46.73)"
128.67,"(9.73, -1.0, 0.69)","(0.76, -0.19, -0.24)","(-0.87, -17.02, 13.35)"
128.69,"(9.73, -1.01, 0.67)","(0.55, -0.61, -0.17)","(-4.26, -7.54, 42.89)"
128.71,"(9.73, -1.03, 0.66)","(0.24, -0.3, 0.03)","(1.56, 27.24, -24.33)"
128.73,"(9.73, -1.08, 0.67)","(0.5, -0.67, 0.26)","(-6.75, 0.52, 55.75)"
128.75,"(9.72, -1.11, 0.69)","(0.29, -0.19, 0.15)","(5.68, 10.09, -54.26)"
128.77,"(9.71, -1.15, 0.74)","(0.66, -0.39, 0.32)","(-5.84, -1.5, 41.09)"
128.79,"(9.71, -1.19, 0.77)","(0.73, -0.24, 0.15)","(3.36, -18.9, -27.77)"
128.81,"(9.71, -1.2, 0.78)","(0.34, -0.05, 0.0)","(5.4, 10.46, -38.62)"
128.83,"(9.71, -1.18, 0.78)","(0.68, 0.01, -0.16)","(1.41, -9.28, -9.32)"
128.85,"(9.71, -1.16, 0.78)","(0.58, 0.32, -0.21)","(6.69, -8.48, -45.63)"
128.87,"(9.71, -1.15, 0.78)","(0.31, 0.25, -0.11)","(-2.4, 13.48, 14.8)"
128.89,"(9.71, -1.14, 0.81)","(0.34, 0.48, -0.09)","(1.66, 1.2, -13.53)"
128.91,"(9.71, -1.13, 0.85)","(0.59, 0.82, -0.13)","(4.33, -6.03, -38.05)"
128.93,"(9.71, -1.13, 0.84)","(0.45, 0.54, -0.04)","(-1.66, 10.03, 6.41)"
128.95,"(9.71, -1.12, 0.8)","(0.1, -0.07, -0.06)","(-6.34, 8.13, 55.09)"
128.97,"(9.72, -1.1, 0.71)","(0.17, -0.31, -0.22)","(-0.26, -13.58, 0.59)"
128.99,"(9.72, -1.1, 0.68)","(0.02, -0.3, -0.19)","(-3.67, -6.85, 34.08)"
129.01,"(9.73, -1.02, 0.66)","(0.07, -0.63, -0.41)","(-5.85, 19.48, 54.09)"
129.03,"(9.74, -0.97, 0.65)","(-0.1, -0.18, -0.13)","(5.95, 22.07, -52.04)"
129.05,"(9.75, -0.89, 0.58)","(-0.57, -0.53, -0.04)","(-0.76, 35.18, 6.94)"
129.07,"(9.76, -0.87, 0.54)","(-0.27, -0.21, 0.06)","(1.89, -30.3, -19.09)"
129.09,"(9.75, -0.93, 0.47)","(-0.69, -0.24, 0.7)","(2.97, 35.1, -27.07)"
129.11,"(9.75, -0.97, 0.45)","(-0.24, -0.04, 0.3)","(-1.23, -43.6, 10.91)"
129.13,"(9.74, -1.12, 0.44)","(-0.38, 0.06, 0.63)","(1.21, -28.84, -7.53)"
129.15,"(9.72, -1.22, 0.45)","(-0.08, 0.09, 0.23)","(-1.1, -19.59, 10.25)"
129.17,"(9.68, -1.47, 0.56)","(0.16, 0.54, 0.7)","(-1.07, -54.62, 6.38)"
129.19,"(9.65, -1.61, 0.67)","(0.25, 0.48, 0.43)","(-0.62, 45.5, 2.14)"
129.21,"(9.58, -1.89, 0.98)","(0.79, 1.19, 1.13)","(-5.78, -25.5, 41.26)"
129.23,"(9.5, -2.07, 1.34)","(1.11, 0.98, 1.0)","(-6.53, 32.98, 49.28)"
129.25,"(9.46, -2.13, 1.51)","(0.64, 0.4, 0.41)","(4.58, 21.58, -36.09)"
129.27,"(9.4, -2.16, 1.82)","(1.26, 0.6, 0.41)","(-10.25, -12.04, 57.68)"
129.29,"(9.39, -2.12, 1.87)","(0.28, 0.07, -0.06)","(14.05, 27.97, -85.76)"
128.03,"(9.71, -1.17, 0.75)","(0.72, -0.32, 0.24)","(-4.14, -12.34, 28.39)"
128.05,"(9.71, -1.19, 0.77)","(0.34, -0.11, 0.07)","(5.68, 2.26, -42.36)"
128.07,"(9.71, -1.19, 0.78)","(0.75, -0.05, -0.09)","(1.15, -11.67, -7.84)"
128.09,"(9.71, -1.17, 0.78)","(0.61, 0.18, -0.18)","(5.43, -1.77, -36.85)"
128.11,"(9.71, -1.16, 0.78)","(0.28, 0.16, -0.11)","(-0.04, 9.56, -0.66)"
128.13,"(9.71, -1.14, 0.81)","(0.64, 0.73, -0.2)","(6.19, -12.23, -46.49)"
128.15,"(9.71, -1.13, 0.84)","(0.29, 0.42, -0.08)","(-4.77, 14.95, 32.42)"
128.17,"(9.71, -1.13, 0.85)","(0.49, 0.66, -0.05)","(4.32, -1.44, -38.67)"
128.19,"(9.71, -1.12, 0.81)","(0.33, 0.22, -0.08)","(-2.88, 7.22, 19.55)"
128.21,"(9.72, -1.11, 0.77)","(0.1, -0.07, -0.06)","(-4.19, 4.49, 37.5)"
128.23,"(9.72, -1.1, 0.68)","(0.11, -0.52, -0.33)","(-3.44, -31.77, 29.24)"
128.25,"(9.73, -1.1, 0.65)","(0.02, -0.31, -0.19)","(-0.58, 10.39, 5.58)"
128.27,"(9.74, -0.96, 0.67)","(-0.17, -0.71, -0.34)","(-9.73, 70.55, 91.29)"
128.29,"(9.75, -0.91, 0.66)","(-0.45, -0.43, -0.02)","(5.22, -11.93, -54.61)"
128.31,"(9.75, -0.84, 0.63)","(-1.19, -0.92, 0.05)","(-7.35, 36.99, 44.39)"
128.33,"(9.75, -0.85, 0.61)","(-0.71, -0.32, 0.27)","(9.95, -37.09, -73.76)"
128.35,"(9.75, -0.9, 0.58)","(-1.52, -0.53, 0.41)","(-3.42, 15.42, 17.48)"
128.37,"(9.75, -0.92, 0.57)","(-0.7, -0.15, 0.09)","(5.35, -44.68, -29.59)"
128.39,"(9.74, -0.99, 0.54)","(-1.53, -0.34, 0.13)","(-0.72, -6.02, 5.0)"
128.41,"(9.74, -1.03, 0.52)","(-0.68, -0.15, 0.01)","(2.35, -6.94, -13.38)"
128.43,"(9.74, -1.1, 0.47)","(-1.41, -0.23, 0.13)","(0.54, -0.48, -3.24)"
128.45,"(9.73, -1.15, 0.46)","(-0.52, -0.02, 0.07)","(0.39, -9.12, -1.3)"
128.47,"(9.72, -1.27, 0.45)","(-1.01, -0.03, 0.12)","(0.02, -25.0, 1.82)"
128.49,"(9.71, -1.28, 0.48)","(-0.55, 0.45, -0.28)","(5.91, 11.82, -38.08)"
128.51,"(9.71, -1.27, 0.51)","(-0.16, 0.43, -0.12)","(-0.98, 25.07, 3.13)"
128.53,"(9.72, -1.21, 0.61)","(0.13, 1.29, -0.18)","(9.99, 22.36, -72.05)"
128.55,"(9.72, -1.17, 0.67)","(0.37, 0.83, -0.19)","(-6.17, -18.53, 36.48)"
128.57,"(9.72, -1.09, 0.78)","(0.77, 1.56, -0.29)","(5.99, 11.52, -62.46)"
128.59,"(9.72, -1.06, 0.77)","(0.61, 0.35, 0.41)","(-11.37, 50.08, 83.67)"
128.61,"(9.72, -1.05, 0.76)","(0.3, 0.09, 0.07)","(-2.12, -49.47, 27.59)"
128.63,"(9.73, -1.02, 0.71)","(0.67, 0.11, 0.03)","(1.94, -1.45, -22.29)"
128.65,"(9.73, -1.01, 0.71)","(0.37, -0.05, -0.11)","(-3.63, -24.36, 46.73)"
128.67,"(9.73, -1.0, 0.69)","(0.76, -0.19, -0.24)","(-0.87, -17.02, 13.35)"
128.69,"(9.73, -1.01, 0.67)","(0.55, -0.61, -0.17)","(-4.26, -7.54, 42.89)"
128.71,"(9.73, -1.03, 0.66)","(0.24, -0.3, 0.03)","(1.56, 27.24, -24.33)"
128.73,"(9.73, -1.08, 0.67)","(0.5, -0.67, 0.26)","(-6.75, 0.52, 55.75)"
128.75,"(9.72, -1.11, 0.69)","(0.29, -0.19, 0.15)","(5.68, 10.09, -54.26)"
128.77,"(9.71, -1.15, 0.74)","(0.66, -0.39, 0.32)","(-5.84, -1.5, 41.09)"
128.79,"(9.71, -1.19, 0.77)","(0.73, -0.24, 0.15)","(3.36, -18.9, -27.77)"
128.81,"(9.71, -1.2, 0.78)","(0.34, -0.05, 0.0)","(5.4, 10.46, -38.62)"
128.83,"(9.71, -1.18, 0.78)","(0.68, 0.01, -0.16)","(1.41, -9.28, -9.32)"
128.85,"(9.71, -1.16, 0.78)","(0.58, 0.32, -0.21)","(6.69, -8.48, -45.63)"
128.87,"(9.71, -1.15, 0.78)","(0.31, 0.25, -0.11)","(-2.4, 13.48, 14.8)"
128.89,"(9.71, -1.14, 0.81)","(0.34, 0.48, -0.09)","(1.66, 1.2, -13.53)"
128.91,"(9.71, -1.13, 0.85)","(0.59, 0.82, -0.13)","(4.33, -6.03, -38.05)"
128.93,"(9.71, -1.13, 0.84)","(0.45, 0.54, -0.04)","(-1.66, 10.03, 6.41)"
128.95,"(9.71, -1.12, 0.8)","(0.1, -0.07, -0.06)","(-6.34, 8.13, 55.09)"
128.97,"(9.72, -1.1, 0.71)","(0.17, -0.31, -0.22)","(-0.26, -13.58, 0.59)"
128.99,"(9.72, -1.1, 0.68)","(0.02, -0.3, -0.19)","(-3.67, -6.85, 34.08)"
129.01,"(9.73, -1.02, 0.66)","(0.07, -0.63, -0.41)","(-5.85, 19.48, 54.09)"
129.03,"(9.74, -0.97, 0.65)","(-0.1, -0.18, -0.13)","(5.95, 22.07, -52.04)"
129.05,"(9.75, -0.89, 0.58)","(-0.57, -0.53, -0.04)","(-0.76, 35.18, 6.94)"
129.07,"(9.76, -0.87, 0.54)","(-0.27, -0.21, 0.06)","(1.89, -30.3, -19.09)"
129.09,"(9.75, -0.93, 0.47)","(-0.69, -0.24, 0.7)","(2.97, 35.1, -27.07)"
129.11,"(9.75, -0.97, 0.45)","(-0.24, -0.04, 0.3)","(-1.23, -43.6, 10.91)"
129.13,"(9.74, -1.12, 0.44)","(-0.38, 0.06, 0.63)","(1.21, -28.84, -7.53)"
129.15,"(9.72, -1.22, 0.45)","(-0.08, 0.09, 0.23)","(-1.1, -19.59, 10.25)"
129.17,"(9.68, -1.47, 0.56)","(0.16, 0.54, 0.7)","(-1.07, -54.62, 6.38)"
129.19,"(9.65, -1.61, 0.67)","(0.25, 0.48, 0.43)","(-0.62, 45.5, 2.14)"
129.21,"(9.58, -1.89, 0.98)","(0.79, 1.19, 1.13)","(-5.78, -25.5, 41.26)"
129.23,"(9.5, -2.07, 1.34)","(1.11, 0.98, 1.0)","(-6.53, 32.98, 49.28)"
129.25,"(9.46, -2.13, 1.51)","(0.64, 0.4, 0.41)","(4.58, 21.58, -36.09)"
129.27,"(9.4, -2.16, 1.82)","(1.26, 0.6, 0.41)","(-10.25, -12.04, 57.68)"
129.29,"(9.39, -2.12, 1.87)","(0.28, 0.07, -0.06)","(14.05, 27.97, -85.76)"
129.31,"(9.42, -2.02, 1.86)","(0.45, 0.14, -0.4)","(8.35, 1.88, -49.25)"
129.33,"(9.43, -2.0, 1.82)","(0.04, 0.02, -0.16)","(0.42, -8.13, -4.71)"
129.35,"(9.46, -1.98, 1.68)","(-0.13, -0.08, -0.37)","(7.23, -11.72, -50.24)"
129.37,"(9.48, -1.96, 1.61)","(-0.1, -0.12, -0.22)","(-7.4, 9.42, 47.79)"
129.39,"(9.51, -1.92, 1.43)","(-0.31, -0.37, -0.4)","(4.42, -0.3, -33.02)"
129.41,"(9.53, -1.92, 1.34)","(-0.17, -0.21, -0.11)","(-4.72, 3.39, 32.99)"
129.43,"(9.55, -1.92, 1.17)","(-0.44, -0.38, -0.18)","(4.11, 1.52, -33.85)"
129.45,"(9.56, -1.92, 1.1)","(-0.2, -0.14, -0.06)","(-4.5, 1.65, 34.58)"
129.47,"(9.58, -1.9, 0.93)","(-0.29, -0.3, -0.06)","(4.56, 18.29, -37.09)"
129.49,"(9.6, -1.89, 0.77)","(-0.22, -0.23, -0.1)","(-0.14, -9.34, -9.42)"
129.51,"(9.6, -1.88, 0.68)","(-0.11, -0.1, -0.09)","(-4.15, -12.6, 33.63)"
129.53,"(9.62, -1.85, 0.47)","(-0.23, -0.41, -0.38)","(2.75, -7.71, -41.81)"
129.55,"(9.63, -1.83, 0.37)","(-0.06, -0.26, -0.23)","(-4.24, 2.77, 49.54)"
129.57,"(9.64, -1.8, 0.27)","(0.04, -0.29, -0.23)","(-0.72, 1.13, 8.99)"
129.59,"(9.66, -1.72, 0.14)","(0.36, -0.45, -0.43)","(0.2, 4.21, -2.38)"
129.61,"(9.66, -1.68, 0.11)","(0.29, -0.08, -0.16)","(-1.1, 6.58, 20.54)"
129.63,"(9.69, -1.53, -0.01)","(0.56, -0.5, -0.55)","(0.7, 27.85, 2.73)"
129.65,"(9.7, -1.43, -0.09)","(0.17, -0.38, -0.34)","(-0.65, -7.52, 4.9)"
129.67,"(9.74, -1.14, -0.33)","(-0.56, -1.08, -0.98)","(0.8, 62.94, 1.55)"
129.69,"(9.75, -1.03, -0.43)","(-0.74, -0.26, -0.17)","(0.15, -29.2, -22.88)"
129.71,"(9.75, -0.9, -0.55)","(-1.91, 0.01, 0.25)","(1.25, 73.52, -56.94)"
129.73,"(9.76, -0.84, -0.55)","(-0.84, 0.22, 0.06)","(-2.75, -80.45, 47.23)"
129.75,"(9.77, -0.78, -0.53)","(-0.9, 0.3, 0.03)","(-0.46, -4.9, 1.89)"
129.77,"(9.77, -0.73, -0.56)","(-1.76, 0.23, 0.02)","(0.75, -7.35, -30.15)"
129.79,"(9.77, -0.74, -0.57)","(-0.78, -0.03, 0.07)","(-0.1, -36.85, 43.93)"
129.81,"(9.76, -0.82, -0.6)","(-1.62, -0.28, 0.31)","(-0.32, -10.46, 27.68)"
129.83,"(9.76, -0.85, -0.59)","(-0.74, -0.16, 0.1)","(-0.5, 3.1, 10.85)"
129.85,"(9.75, -0.89, -0.56)","(-0.57, -0.09, 0.07)","(0.2, -11.32, 3.77)"
129.87,"(9.75, -0.98, -0.5)","(-0.93, -0.07, 0.05)","(-0.11, -25.09, 18.51)"
129.89,"(9.75, -0.97, -0.47)","(-0.25, 0.21, -0.16)","(1.16, 28.27, -53.74)"
129.91,"(9.76, -0.93, -0.38)","(-0.33, 0.88, -0.32)","(1.85, 5.12, -53.11)"
129.93,"(9.76, -0.91, -0.33)","(0.1, 0.66, -0.09)","(-1.14, 16.68, 3.84)"
129.95,"(9.77, -0.84, -0.21)","(0.71, 1.73, -0.37)","(0.52, -5.57, -88.85)"
129.97,"(9.78, -0.81, -0.15)","(0.38, 0.86, -0.21)","(-2.07, -4.59, 73.63)"
129.99,"(9.78, -0.79, -0.16)","(0.64, 0.41, 0.4)","(-2.78, 63.51, 15.27)"
130.01,"(9.78, -0.78, -0.17)","(0.31, 0.13, 0.13)","(1.61, -41.28, 32.1)"
130.03,"(9.78, -0.77, -0.22)","(0.69, 0.11, 0.03)","(-0.25, -10.25, -21.44)"
130.05,"(9.78, -0.77, -0.23)","(0.36, -0.03, -0.09)","(2.07, -20.86, 45.6)"
130.07,"(9.78, -0.77, -0.24)","(0.65, -0.09, -0.2)","(0.82, -13.53, 9.81)"
130.09,"(9.78, -0.78, -0.25)","(0.41, -0.36, -0.13)","(0.53, -0.28, 27.6)"
130.11,"(9.77, -0.79, -0.27)","(0.42, -0.47, -0.13)","(-0.04, -3.67, 10.82)"
130.13,"(9.77, -0.83, -0.27)","(0.36, -0.47, 0.18)","(-1.13, 22.78, 17.73)"
130.15,"(9.76, -0.92, -0.22)","(0.87, -0.76, 0.46)","(-1.69, 4.4, 63.13)"
130.17,"(9.76, -0.95, -0.2)","(0.31, -0.18, 0.15)","(0.24, 0.22, -91.76)"
130.19,"(9.76, -1.01, -0.17)","(0.78, -0.26, 0.16)","(-0.28, -19.29, 20.66)"
130.21,"(9.76, -1.02, -0.16)","(0.34, -0.05, 0.0)","(0.88, 9.78, -44.53)"
130.23,"(9.76, -1.01, -0.15)","(0.71, 0.01, -0.16)","(0.52, -9.84, -8.12)"
130.25,"(9.76, -1.01, -0.15)","(0.28, 0.17, -0.11)","(0.78, 4.7, -26.65)"
130.27,"(9.76, -1.0, -0.14)","(0.63, 0.48, -0.23)","(1.1, -15.24, -31.98)"
